1;phu;Doxycycline;2024-09-23 20:29:52;85000;1;85000
2;phu;Aspirin;2024-09-23 20:35:48;50000;4;0
3;phu;Aspirin;2024-09-23 20:38:11;50000;4;200000
4;phu;Aspirin;2024-09-23 20:54:40;50000;2;80000
5;phu;Aspirin;2024-09-23 21:21:26;50000;20;800000
6;phu;Ibuprofen;2024-09-23 21:28:21;60000;150;900000
7;phu;Doxycycline;2024-09-23 21:33:00;85000;199;1.6915e+07
8;phu;Tetracycline;2024-09-23 21:35:39;70000;170;1.19e+07
9;phu;Clindamycin;2024-09-23 21:37:47;95000;2;190000
10;phu;Paracetamol;2024-09-23 21:41:10;30000;2;60000
11;phu;Paracetamol;2024-09-23 21:41:33;30000;198;5.94e+06
